id,entity_id,registration_number,name,type,founding_date,background,url,alt_id
3810,o-23fd06e11c,,Women in Law & Development in Africa,Local NGO,1990-02-01,"""<p>Women in Law &amp; Development in Africa (WiLDAF) is a Pan-African women's rights organization and network which is non-profit and non-government (NGO) and contains 500 organizations, 1200 individuals and spreads over 27 countries. Even though WiLDAF functions as a multi-regional/transnational organization, it pays close attention to the economical, social and historical differences between states and countries. </p><p>This organization grew out of the \""women's rights as human rights\"" movement, as a more assertive claim to rights for women than the previous rhetoric of \""needs\"". </p><p>WiLDAF centers around the principle that equality and empowerment are essential to a healthy society, and they focus their efforts on development and the law in relation to women to advocate for and educate people. They believe that empowering women through education, workshops, communication and outreach around development and law is extremely valuable. In addition, they work at national and regional levels to spur institutional planning, development and building international connections for added support. The organization also provides aid in the case of a violation of women's rights by providing Emergency Response Systems and facilitating centers for women who have been abused psychologically, physically or morally (and in such cases can shelter the woman and help her to take legal action) </p><strong>History </strong><p>Women in Law &amp; Development in Africa was established in February 1990 during a regional conference in Harare, Zimbabwe (with the theme of \""Women, right and development: network for empowerment in Africa\"") as a result of 6 women coming together with the idea for a pan-African organization after attending the World Women's Conference held in Nairobi, 1985. This forum was also instrumental in the creation of WiLDAF because issues around women's rights became the topic of debate for the many African women participating in the forum. </p><p>The World Women's Conference was where the ideas around \""women's rights as human rights\"" became a topic of debate. </p><p>Another notable point in the origin of WiLDAF was where humanitarian organizations lobbied for the formal recognition of woman's rights during the United Nations World Conference on Human Rights, held in Vienna 1993. </p><p>An additional conference that furthered the \""women's rights as human rights\"" movement was the Fourth World Conference on Women, held in Beijing in 1995, where this movement was further defined. As well as providing a topic of debate around women's rights as human rights, the conference also spurred debate about empowerment through law. </p><p>The three aforementioned meetings were sponsored by the \""Women in Law and Development\"" project by a US donor agency called OEF International. OEF International facilitated the growth of regional networks of organizations to combine their efforts and work at local levels to spread education and information around women's rights issues. In addition to WiLDAF, OEF International supported the formation of Asia Pacific Forum on Women, Law and Development (APWLD) as well as the Comité de América Latina y El Caribe para la Defensa de los Derechos de la Mujer (CLADEM) in Latin America and the Caribbean. </p><strong>Structure </strong><p>WiLDAF's head office is located in Harare, Zimbabwe. As a transnational organization, WiLDAF contains national offices as well as local offices in specific regions; in certain regions local WiLDAF Advisory Committees and representatives function instead of local offices where there are none. WiLDAF's meetings, agendas and decision-making are built on a \""from the ground-up\"" philosophy around structure which begins at the local level and continues through to larger and larger structures including country, regional and international. Member individuals and organizations are involved at many steps of decision-making and meetings. Surveys and reports are often part of meetings (see below \""Surveys\""). WiLDAF hold their General Assembly every few years to plan and prioritize for the future, reaffirm and add to their objectives as well as celebrate accomplishments.<sup><a>[4]</a></sup> </p><strong>Aims and goals </strong><p>WiLDAF grew out of the movement called <strong>\""women's rights as human rights\""</strong>, which emphasizes that rights can be lobbied for, enforced and monitored as opposed to the language of \""needs\"". It also moves away from manifestos and demands present in earlier feminist discourse. Furthermore, Human rights does not take the standard as the rights of \""men\"", therefore organizations can better address the reproductive, maternity, gender-based discrimination and domestic violence needs that women require. This movement advocated for women's rights in all spheres, including promoting private affairs to be under lawful scrutiny (such as domestic violence) in regions which traditionally separate the private and public domains and as a result call to reform \""family law\"".A distinction between the \""private\"" and the \""public\"" is made here as \""private\"" laws tend to affect women in particular due to the fact that women tend to be relegated there by societal expectations. The private is also traditionally (whether culturally, regionally or religiously) the place where the state does not extend, and therefore provides multi-layered hurdles for advocacy actions. \""Women's rights as human rights\"" is a movement to claim the rights women have and to empower women through education and an interconnectivity of local and global spheres. An aspect of the \""woman's rights as human rights\"" movement that remains in the aims of WiLDAF is an inter-connectivity between both local and global efforts to empower women through law and development as discussed below. Communication between all facets of WiLDAF as well as local through to international communication is a main aim of the organization as they believe that transparent communication allows umbrella organizations and WiLDAF members to learn from one an others experiences. </p><br>""",https://sapphire.envisageworldwide.com/organizations/women-in-law-development-in-africa,99083a118bbd1b6fa9f8101c35d244db
3811,o-bd000a43fb,,Zimbabwe Land Commission,Committee/Commission,2013-01-01,"""<p>he Zimbabwe Land Commission was established in terms of Section 296 of the Constitution of Zimbabwe Amendment (No.20) Act 2013 to ensure accountability, fairness and transparency in the administration and management of agricultural land in Zimbabwe. </p><p><strong>VISION</strong></p> <p>To be a Centre of Excellence in Equitable and Sustainable Land Administration and Management by 2025</p> <p><strong>MISSION</strong></p> <p>To ensure fairness, transparency and accountability in the administration of land for improved livelihoods</p><br><table><tbody><tr><td></td></tr></tbody></table>""",https://sapphire.envisageworldwide.com/organizations/zimbabwe-land-commission,5b2dce8972469f786a903a279cb655e2
3812,o-0bf4344389,,Electoral Supervisory Commission (defunct),Committee/Commission,1980-04-18,"""<p><strong>Post Independence - 1980-2004</strong></p> <p>After independence in 1980, the new government of Zimbabwe introduced a democratic, non-racist electoral system based upon universal adult suffrage. A new electoral management structure was established consisting of the Delimitation Commission, responsible for the delimitation of electoral districts, and the Electoral Supervisory Commission (ESC), charged with supervising the conduct of elections. The management of elections was done at this stage by the Registrar-General of Elections under the supervision of the ESC. The Registrar-General registered voters and compiled voter registers, conducted the voting process and the counting and collation of votes, and announced the results of the election. The Election Directorate provided logistical support to the Registrar-General in the management of the electoral process.</p> <p><strong>2004 Restructuring</strong></p> <p>In 2004 the electoral management system was re-structured. This re-structuring was based on recommendations by the Electoral Supervisory Commission, by the political parties and by civil society organisations. The reforms also took account of the Principles and Guidelines Governing Democratic Elections adopted by the SADC Heads of State and Governments in Mauritius in 2004. The <a href=\""https://sapphire.envisageworldwide.com/organizations/zimbabwe-electoral-commission-zec/\"" title=\""Zimbabwe Electoral Commission\"">Zimbabwe Electoral Commission</a> (ZEC) was then established as an independent body in line with the recommendation in the SADC Principles and Guidelines Governing Democratic Elections that elections should be run by an independent management body and not by a government department like that of the Registrar-General. </p> <p>The Electoral Supervisory Commission was then abolished in 2005 by Constitutional Amendment No. 17. ZEC became the body responsible for running elections and this function was no longer performed by the Registrar-General. To reflect the new system, the title of the Registrar-General of Elections was changed to that of the Registrar-General of Voters. The function of the Registrar-General of Voters in relation to elections was now only to register voters under the supervision of ZEC. ZEC was responsible for compiling voters rolls and providing copies of these rolls to those requesting them.</p>""",https://sapphire.envisageworldwide.com/organizations/electoral-supervisory-commission-defunct,9fd851cb6ffb7fae32029fa8d67473f7
3813,o-02d2c79204,,We Love Women Network,Other,,"""<p>Sayama Networks<br></p><p>There partner are Mi.org, JCSDO, MYEO, MYPO and CBOs, village local.<br></p>""",https://sapphire.envisageworldwide.com/organizations/we-love-women-network,8f87dcbe113f88534532e91cbd558a80
3814,o-d6da3986f0,,#EkhayaVote2023,Local NGO,,"""<p>It is a coalition of more than 30 CSOs operating in Bulawayo, Mat North &amp; South with the aim to embark on massive voter education campaigns, increase elections awareness, grassroots mobilisation ahead of 2023 Elections.</p>""",https://sapphire.envisageworldwide.com/organizations/ekhayavote2023,44f8ff91e75f5f508f3a4a30ab420ed4
3815,o-d5cd25807f,2529483,GLENMARK Phamarceuticals Ltd.,Company,1977-11-18,"""<p><a href=\""https://www.assetfundmanagement.com/companies/2529483-glenmark-pharmaceuticals-limited/\"" target=\""_blank\"" rel=\""noopener\"">Link to SAM</a><br></p><p><a href=\""#\"" target=\""_blank\"" rel=\""noopener\"">www.glenmarkpharma.com</a></p><p><strong><u>Company Description</u></strong></p><p>Glenmark was founded with a vision to emerge as a leading integrated research-based, global pharmaceutical company. Our branded generics business has a significant presence in markets across emerging economies including India.</p><p>The generics business services the requirements of developed markets like US and Western Europe. Our API business sells products in over 65 countries including the US, various countries in the EU, South America and India.</p><p>With 10 manufacturing facilities and 3 R&amp;D centers dedicated to the goal of enriching lives across the globe we believe that the real force behind our continued successes are dedicated employees from across 60 nationalities, committed to creating ‘A new way for a new world’.</p><p>We are focused on developing and marketing branded and generic formulations. Our formulations business spans across various geographies primarily the US, India, Europe, Latin America and Rest of the World. We focus on manufacturing niche products across therapeutic areas of dermatology, respiratory and oncology. We have 14 manufacturing facilities</p><p>across India, the US, Argentina and Czech Republic. These facilities are inspected by various regulatory bodies, including the US-FDA, MHRA UK and ANVISA Brazil. Being a research-driven organization, we have also invested in dedicated R&amp;D centers for global markets.</p> <h4 class=\""mb-4 card-title text-h5\"">Glenmark Pharmaceuticals Limited Overview</h4> <p><strong>Year Founded:</strong> 1977</p> <p><strong>City:</strong> Mumbai</p> <p><strong>Webpage:</strong> www.glenmarkpharma.com</p> <p><strong>Business Country:</strong> India</p> <p><strong>Incorporation Country:</strong> India</p> <p><strong>Exchange:</strong> National Stock Exchange of India</p> <p><strong>Currency:</strong> Indian Rupee</p> <p><strong>Company Type:</strong> Public Company</p> <p><strong>Simple Industry:</strong> Pharmaceuticals</p> <strong>Description: </strong> <p> Glenmark Pharmaceuticals Limited, together with its subsidiaries, develops, manufactures, and markets pharmaceutical products in India, North America, Latin America, Europe, Japan, and internationally. The company provides branded and generic formulations in the therapeutic areas of dermatology, respiratory, and oncology; and various active pharmaceutical ingredients. Its product pipeline includes GBR 310, a biosimilar candidate, which is in Phase 2 clinical trial for the treatment of asthma and chronic idiopathic urticaria; and GRC 39815, a retinoid-related orphan receptor gamma t (ROR?t) inverse agonist, which is in Phase 1 clinical trial for the treatment of chronic obstructive pulmonary disease; GRC 17536, a targeting transient receptor potential ankyrin 1 inhibitor, which is in Phase 2 clinical trial for the treatment of diabetic peripheral neuropathy; and GRC 54276, a hematopoietic progenitor kinase 1 inhibitor, which is in Phase 1 clinical trial for the treatment of solid tumors. The company’s pipeline also comprises ISB 1342, CD38 X CD3 bispecific antibody, which is in Phase 1 clinical trial for the treatment of relapsed/refractory multiple myeloma; ISB 1442, a CD38 x CD47 immune cell engager, which is in Phase 1 clinical trial for the treatment of relapsed/refractory multiple myeloma; ISB 880, a IL-1RAP antibody, which is in Phase 1 clinical trial for the treatment of autoimmune diseases; and ISB 830, a OX40 antagonist, which is in Phase 2 clinical trial for the treatment of atopic dermatitis. In addition, it offers Ryaltris nasal spray for the treatment of seasonal allergic rhinitis. The company was incorporated in 1977 and is based in Mumbai, India.</p>""",https://sapphire.envisageworldwide.com/organizations/glenmark-phamarceuticals-ltd,d1a7ae49ab82f5b9688096920d0366c1
3816,o-28525b9451,103722543,BAUING GROUP MYANMAR COMPANY LIMITED,Company,2016-10-25,"""<p> Bauing Group is the one the companies in China’s construction and design industry with comprehensive qualifications. Its scope of services includes interior design, curtain wall and steel structure engineering, integrated artificial intelligence engineering, fire control building engineering, electromechanical installation, security solutions, metal window and door installation, conference construction and medical devices; it provides its clients with integrated solutions of design, construction and installation as well as management services.</p><p>The group is China’s leading integrated design enterprise. It has been nominated for China’s 100 Developing Enterprises in Construction and Top 10 of China’s 100 Enterprises in construction and design. </p>""",https://sapphire.envisageworldwide.com/organizations/bauing-group-myanmar-company-limited,8f907e156a938eccdb4c8a6d61f41686
3817,o-98157793c1,,Macroeconomic and Financial Management Institute for Eastern and Southern Africa,Financial institution,,,https://sapphire.envisageworldwide.com/organizations/macroeconomic-and-financial-management-institute-for-eastern-and-southern-africa,2cc98eb2b55bb14206a53926fa1516be
3818,o-f9c4ff5637,,TTCL Public Company Limited,Company,,"""<p>TTCL Public Company Limited (TTCL), the first integrated Engineering, Procurement and Construction (Integrated EPC) company in Thailand, was incorporated on 24 April, 1985 with a startup capital of THB 20 million. TTCL was formed by the joint venture of 2 leading international engineering and construction companies from Japan and Thailand, Toyo Engineering Corporation (TEC) and Italian-Thai Development Public Company Limited (ITD), with the shareholder stake of 49% and 51%, respectively. TTCL has experiences and expertises in providing integrated design and engineering, procurement of machinery &amp; equipment, and construction (Integrated EPC) of turnkey projects for industrial and process plants, mainly in energy, petrochemical, chemical and power industries.</p><p>The Company has observed an increasing and continual growth in demand of Integrated EPC services from both domestic and overseas customers, especially for energy, petrochemical and power industries. The Company’s competitive advantage in terms of cost and specialized engineering teams for operating mega projects and complex technologies enables TTCL to expand its international businesses to overseas markets, particularly Asia Economics Community Countries (AEC), United Arab Emirates and Qatar. In June 2009, TTCL issued an initial public offering and became a listed Company in the Stock Exchange of Thailand, thereby enhancing the Company’s financial strength and credibility to international investors.</p><p>As a leading provider of Integrated EPC for more than 30 years, the Company has succeeded in the design and construction of more than 200 projects, demonstrating the Company’s reputation and trust among customers in terms of quality design and construction, scheduled delivery of work, and safety in operations. Besides, the Company increased its paid-up capital to THB 560 million with the objective to support the working capital requirements and investment in power plants.</p><p>On 27 April 2018, the Annual General Meeting of Shareholders of the Company resolved to approve the increase of the Company’s registered capital of THB 336 million from the existing registered capital of THB 560 million to THB 896 million by issuing 336 newly issued ordinary shares with a par value 1 Baht to support the exercise of TTCL-W1 of 112 million shares, the issuance and allocation to the existing shareholders (Right Offering) of 168 million shares and the allocation to the specific persons (Private Placement) of 56 million shares.</p><p>In 2018, the Company has issued and offered of 56 million newly issued ordinary shares to specific persons (Private Placement) to Sojitz Corporation (“Sojitz”), in which Sojitz has become a major shareholder instead of TEC as they sold the Company’s shares since the beginning of the year 2018. The objective of increase capital is for enhancing the business collaboration in the future. Thus, at present, the Company’s paid-up capital was changed to THB 616 million.</p><p>In 2020, in accordance with global climate policy and deep decarbonization of energy-intensive industries, the Company participated in biomass fuels business in compliance with coal phase-out policy announced by many leading countries. The Company acquired Blackwood Technology, a Dutch intellectual property company for the cuttingedge torrefaction technology, in order to develop and reinforce its owned torrefied biomass pellets business in Thailand and other ASEAN countries. This allows the Company to provide an efficient torrefied biomass pellets to its clients for transiting their consumption of fossil-based fuels to biomass which is a renewable energy.</p><p>Currently, the Company has successfully developed several biomass projects together with Idemitsu Kosan Company Limited (IKC) as a strategic partner. Thus, the Company becomes not only an integrated EPC contractor, but also a project developer who has rich experiences and expertises in providing integrated EPC. The Company continuously provides a first-class integrated EPC service and expands its investment portfolio especially in renewable energy business.</p>""",https://sapphire.envisageworldwide.com/organizations/ttcl-public-company-limited,624c4a935d027d821f13a75b7996d746
3819,o-1bbdc368ff,125133452,Bae Sheng group of Companies,Company,1999-03-09,"""<p>Bae Sheng group of Companies, an intensive local large enterprise in Kokang SAZ. It was established in Laukkai City, the capital of Kokang SAZ in 1999.After more than 20 years of development. The group has more than 40,000 employees. </p><p>It accounts for one fifth of the total population of Kokang area. There are more than 60 member enterprises with an annual turnover of more than CNY 40 billion. To revitalize Kokang local development. Actively expand local people's employment as the guidance of people's livelihood.</p><p>Bai Suocheng, his family and their associates have subsequently built a massive business empire tied to illicit activity in the Kokang SAZ. Bai is was founder Bae Sheng group of Companies, on March 1999. The largest player in the Kokang SAZ casino business.</p><p>Bai Suocheng’s children, among them Bai Yingneng,also known as Khin Maung Lwin,Khin Mg,Bayinnel,Saw Yin Nal and U Bay Yin Nae,male,ethnicity; Kokang,was born in November 1, 1981. Bai Yingneng is the current Standing member of the Kokang SAZ Leading Committee,USDP party secretary at Kokang SAZ,Chairman of the Board of Bae Sheng Co., Ltd., Director of Koe Kant Shwe Pyi Co., Ltd., Director of Kokant Yatana Co., Ltd., Director of Kokang International Group Co., Ltd. and Director of Kokant Yatana Co., Ltd;</p><p>Bai Yingcang,also known as Bay Yin Chin and U Khin Maung Win,male,ethnicity; Kokang,was born in November 11, 1992.Bai Yingcang is the current Chairman of the Kokang Militia Force (KMF),Deputy Head of Kokang Treasury Department and Vice President of the Kokang SAZ Youth;</p><p> Bai Yingxiang also known as Daw Thin Thin Shwe, who heads the Kokang Women’s Association and Kokang Charity Foundation;Director of STO Express Company Limited;Director of Z T O Express Company Limited;Director of Y T O Express Company Limited and Director of Tian Tian Express Company Limited;</p><p>Bai Yinglan also known as Daw Thin Thin Hlaing, deputy director of the Kokang Gaming Commission and chairperson of the Xinbaili Company, which owns a hotel and casino, including online gambling operations, Director of Bai Li Group Company Limited and Director of Nobeline Myanmar Company Limited;</p><p>Bai Yingping also known as Daw Thin Thin Khaing, Director of Kokant Mar Li Par Development Company Limited;Director of Hong Meng Commerce Incorporated and Director of Bae Sheng Company Limited;</p><p>Bai Yinggai also known as Daw Sandar Win and Pe Yin Khaing,Director of Bae Sheng Company Limited;Director of STO Express Company Limited;Director of Z T O Express Company Limited;Director of Y T O Express Company Limited and Director of Tian Tian Express Company Limited and Director of Golden Enchant Company Limited.</p>""",https://sapphire.envisageworldwide.com/organizations/bae-sheng-group-of-companies,c9281ab0cdbeb53452a742671bcc64da
